Date,Open,High,Low,Close,Volume,RSI,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Histogram,BB_Upper,BB_Middle,BB_Lower,BB_Width,BB_Position,ATR,Stoch_K,Stoch_D,Volume_SMA,Volume_Ratio,Price_Change,High_Low_Ratio,Close_Open_Ratio,Volatility
2025-02-01 00:00:00+05:30,1679.028823956694,1694.360162260864,1657.8122782777295,1672.550048828125,2793764,,,,1672.550048828125,1672.550048828125,,,,,,,,,0.0,,,,,,1.0220458519109916,0.9961413556240795,
2025-02-03 00:00:00+05:30,1651.828139694996,1668.4453812534073,1645.349364263455,1659.7410888671875,10138270,,,,1665.6118621826172,1665.899242694561,,,,,,,,,0.0,,,,,-0.007658341805623192,1.014037150705857,1.0047904191616766,
2025-02-04 00:00:00+05:30,1670.3246232912106,1707.0210219609323,1661.7688435247674,1702.17431640625,14308251,,,,1679.8821965100858,1678.9325244766314,,,,,,,,,0.0,,,,,0.025566172834839085,1.0272313316093837,1.01906796599351,
2025-02-05 00:00:00+05:30,1714.1425632011333,1725.2206434143388,1700.1960148503242,1718.890380859375,11837753,,,,1692.1955558513773,1690.102994979721,,,,,,,,,0.0,,,,,0.009820418679807874,1.0147186726385884,1.0027697915915321,
2025-02-06 00:00:00+05:30,1716.6153952446862,1729.9684968498739,1705.2405309143412,1724.87451171875,13380358,,,,1701.0743113667172,1698.1666531300623,,,,,,,,,0.0,,,,,0.003481391789733168,1.0145011600928073,1.0048112795078867,
2025-02-07 00:00:00+05:30,1730.9575596166678,1747.772575910087,1706.2295944792868,1713.895263671875,11754800,,,,1704.190477284665,1701.3169683746898,,,,,,,,,0.0,,,,,-0.006365244527808955,1.0243478260869565,0.9901428571428572,
2025-02-10 00:00:00+05:30,1698.6135044686043,1704.6964875672104,1689.9092120593446,1697.080322265625,8597975,,,,1702.6038710687003,1700.563502826384,,,,,,,,,0.0,,,,,-0.009810950390413797,1.00875033723844,0.99909739196177,
2025-02-11 00:00:00+05:30,1684.4690402815525,1692.3819893844604,1670.3245954632957,1682.886474609375,11362352,,,,1698.4891543339634,1697.7152955734603,,,,,,,,,0.0,,,,,-0.008363686426639538,1.013205453587329,0.9990604958391441,
2025-02-12 00:00:00+05:30,1674.5778973496554,1693.371151956651,1662.9062488232378,1688.227783203125,11404785,,,,1696.4590898915667,1696.309037961415,,,,,,,,,0.0,,,,,0.0031738971548807005,1.0183202770180049,1.0081512397094654,
2025-02-13 00:00:00+05:30,1680.5125871127052,1695.5966465320512,1675.1219387645679,1679.2266845703125,6301217,,,,1693.1935557804668,1693.951839450657,,,,,,,,,0.0,,,,,-0.005331684931599967,1.012222816317828,0.9992348152865657,
2025-02-14 00:00:00+05:30,1683.3810496024255,1683.3810496024255,1661.7193270831162,1676.40771484375,9979946,,,,1690.1221516242595,1691.6763609311545,,,,,,,,,0.0,,,,,-0.0016787309018281293,1.0130357288178942,0.9958575423191781,
2025-02-17 00:00:00+05:30,1666.8626539426798,1701.2840302942786,1662.9556836815443,1698.662841796875,6469473,,,,1691.640658299064,1692.534760187376,,,,,,,,,0.0,,,,,0.013275485883336824,1.0230483271375463,1.0190778693007352,
2025-02-18 00:00:00+05:30,1694.4097170226223,1712.708411673349,1687.584774328812,1704.3009033203125,8175455,,,,1693.8389577909159,1693.9131617330984,,,,,,,,,0.0,,,,,0.0033191174756455055,1.0148873334997521,1.005837541061244,
2025-02-19 00:00:00+05:30,1698.3166779770647,1718.9892813739957,1693.816139939549,1708.4056396484375,5942056,61.16328554983174,,,1696.3191986232025,1695.5408394745868,,,,,,,,,29.59230819990572,61.56443873536354,,,,0.0024084575206926306,1.0148617909824293,1.00594056562136,
2025-02-20 00:00:00+05:30,1692.3820255278974,1696.0417162693425,1666.961724288724,1668.7420654296875,13195255,43.037911447767776,,,1691.6995567092438,1692.641868570412,,,,,,,,,30.43885156846341,22.83925761568489,,,,-0.023216719319020807,1.0174449068367342,0.9860315462220558,
2025-02-21 00:00:00+05:30,1662.6095001944939,1676.5065442573725,1658.9991931098252,1674.083251953125,7840470,45.385047753356744,,,1688.7883234515732,1690.7004848168474,,,,,,,,,29.515172966969402,16.99164588245847,33.798447411168965,,,0.0032007262440898465,1.010552959410866,1.0069010502810725,
2025-02-24 00:00:00+05:30,1662.8073045977758,1665.873548202101,1643.0249319995226,1658.850830078125,10346823,40.28669432765826,,,1683.8967380827685,1687.467466721999,,,,,,,,,29.625397751728908,15.108595752392207,18.31316641684519,,,-0.009098963183120423,1.013906433041629,0.9976206055213308,
2025-02-25 00:00:00+05:30,1652.9161165968144,1669.6322455735317,1652.9161165968144,1664.043701171875,12069354,42.651850465386474,,,1680.683561790244,1685.1532399829418,,,,,,,,,28.703307124942366,20.0661020980087,17.38878124428646,,,0.0031304026857590372,1.0101131139135688,1.0067320927319476,
2025-02-27 00:00:00+05:30,1664.2415635700595,1692.1346600420295,1664.2415635700595,1682.1939697265625,17893400,50.09255763304819,,,1680.926077843874,1684.8679235099064,,,,,,,,,28.659567963886094,37.39371718993817,24.189471680113027,,,0.010907326858005773,1.016760245076523,1.0107871396493622,
2025-02-28 00:00:00+05:30,1666.6649456049367,1718.3463956986209,1666.6649456049367,1713.5491943359375,27258364,59.79689604807024,1689.4393493652344,,1686.1292024100076,1687.5727853483195,,,,1729.3684301952562,1689.4393493652344,1649.5102685352126,79.8581616600436,0.8019083393547017,30.303988116014526,92.8386314332256,50.09948357372415,11052506.05,2.4662609435983978,0.01863948223192824,1.0310089020771513,1.0281305782872774,
2025-03-03 00:00:00+05:30,1720.8687010317285,1724.0833366917977,1675.665905612617,1683.034912109375,10602682,49.673943828653194,1689.9635925292969,,1685.6384586472227,1687.1533167398757,,,,1729.2622673305727,1689.9635925292969,1650.664917728021,78.59734960255173,0.41184587705617837,31.597805470526396,49.35944676155879,59.86393179490753,11442951.95,0.9265687775609336,-0.01780764878383778,1.0288944418556272,0.9780147149520061,0.011886346419547581
2025-03-04 00:00:00+05:30,1679.5233989514802,1695.646080583334,1674.825085556298,1691.392822265625,9960479,52.06746969101042,1691.5461791992188,,1686.546766038978,1687.5381384949785,,,,1728.3170387604498,1691.5461791992188,1654.7753196379879,73.54171912246193,0.49791469474165445,30.82803329599136,59.670419680381244,67.28949929172187,11434062.4,0.8711233725644176,0.004965975510142551,1.0124317429960874,1.0070671378091873,0.011771684207565329
